trip,tripSlug,photoId,location,date,alt,caption,description,Make,Model,LensModel,FocalLength,FocalLengthIn35mmFormat,FNumber,ExposureTime,ISO,ExposureProgram,MeteringMode,WhiteBalance,Flash,DateTimeOriginal,GPSLatitude,GPSLongitude,width,height,src
"bali","bali","bal-13","Ubud, Bali, Indonesia","2025-03-31","Moss-covered ancient Balinese stone guardian statue with fierce face, overgrown, cultural temple art, Ubud, Indonesia.","Ubud, Bali · Ancient guardian, jungle's embrace","An ancient Balinese stone guardian statue, densely covered in vibrant green and yellow moss, stands sentinel in Ubud. Its weathered features, carved with a fierce expression, emerge from the verdant jungle backdrop. Soft, diffused light accentuates the texture of the aged stone, creating a mystical atmosphere. This iconic figure embodies Bali's rich cultural heritage, guarding sacred spaces with timeless grace amidst tropical lushness.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/120","250","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:31 12:29:09","8 deg 31' 6.30"" S","115 deg 15' 29.88"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/13-ubud-bali-ancient-moss-guardian-statue-indonesia"
"bali","bali","bal-14","Ubud, Bali, Indonesia","2025-03-31","Moss-covered Rakshasa guardian and lion statues on carved temple steps in Ubud, Bali, Indonesia, lush green.","Ubud · ancient guardians whispered in moss","Verdant moss cloaks ancient Balinese stone guardians and intricate carvings within an Ubud temple. Soft, filtered light highlights the rich textures of weathered stone and lush greenery. A smiling, squatting figure and a powerful, lion-like creature stand silently, imbued with tropical humidity. This serene scene beautifully conveys the enduring spirit and sacred beauty of Bali's timeless cultural heritage.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/120","80","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:31 12:32:34","8 deg 31' 7.51"" S","115 deg 15' 29.58"" E","2319","3092","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/14-ubud-bali-ancient-temple-moss-stone-guardian-statues"
"bali","bali","bal-15","Ubud, Bali, Indonesia","2025-03-31","Balinese temple in Ubud, Indonesia. Ancient frangipani tree in stone planter, red tiled roof, traditional architecture, serene courtyard.","Ubud · tranquil Balinese temple under ancient tree","A serene Balinese temple complex in Ubud unfolds under soft tropical light. Ornate red-tiled roofs crown traditional pavilions, showcasing intricate wooden carvings. An ancient, gnarled frangipani tree stands central, casting dappled shadows across the moss-kissed stone courtyard. Lush green foliage frames the scene, emphasizing the timeless tranquility and spiritual essence of this sacred Indonesian site.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/1600","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:31 12:34:08","8 deg 31' 7.89"" S","115 deg 15' 30.16"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/15-ubud-bali-temple-frangipani-tree-courtyard-indonesia"
"bali","bali","bal-16","Ubud, Bali, Indonesia","2025-03-31","Ancient moss-covered Balinese stone dragon statue in Ubud Monkey Forest, Indonesia, intricate jungle carving, mystical guardian","Ubud Monkey Forest · ancient stone guardian awakened by jungle","An ancient stone dragon statue emerges from the lush Balinese jungle in Ubud. Intricate carvings, now softened by time and a vibrant coat of green moss, detail its fierce, open maw and watchful eyes. Diffused light filters through the dense canopy, illuminating the weathered volcanic rock. This mystical guardian stands sentinel amidst creeping roots, embodying Bali's spiritual connection to nature and heritage.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/20","500","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:31 12:47:58","8 deg 31' 4.30"" S","115 deg 15' 31.61"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/16-ubud-monkey-forest-balinese-dragon-statue-jungle-moss"
"bali","bali","bal-17","Ubud, Bali, Indonesia","2025-03-31","Long-tailed macaque monkey eating corn, surrounded by other macaques, Sacred Monkey Forest, Ubud, Bali, Indonesia.","Ubud Monkey Forest · tropical feast for wild macaques","A long-tailed macaque monkey sits attentively, enjoying a piece of corn on a dark stone path. Scattered yellow corn kernels brighten the foreground, creating a vibrant contrast. In the blurred, lush green background, other macaques also partake in the abundant feast. The scene captures a tranquil moment within the Sacred Monkey Forest in Ubud, Bali, showcasing the lively wildlife in their natural habitat under diffused jungle light.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/120","80","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:31 12:49:48","8 deg 31' 5.17"" S","115 deg 15' 32.71"" E","2762","3683","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/17-ubud-monkey-forest-macaque-eating-corn-bali-indonesia"
"bali","bali","bal-18","Ungasan, Bali, Indonesia","2025-04-04","Massive bronze Garuda Wisnu Kencana statue against vibrant blue sky, GWK Cultural Park, Ungasan, Bali, Indonesia.","Garuda Wisnu Kencana · monumental deity against vivid sky","The colossal Garuda Wisnu Kencana statue, a marvel of Balinese artistry, pierces the brilliant blue tropical sky. Its intricate verdigris-patinated bronze depicts Lord Vishnu atop the mythical Garuda, an emblem of Indonesian mythology. Sunlight dramatically highlights the epic scale and exquisite detailing, from the deity's golden crown to Garuda's powerful wings. This monumental symbol of faith and national pride stands majestically at Ungasan, Bali, commanding reverence.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","45 mm","1.5","1/3200","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:04:04 11:46:32","8 deg 48' 47.83"" S","115 deg 10' 0.49"" E","2916","3888","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/18-garuda-wisnu-kencana-statue-ungasan-bali-indonesia-sky"
"bali","bali","bal-19","Ungasan, Bali, Indonesia","2025-04-04","Towering Garuda Wisnu Kencana statue in Bali, Indonesia, featuring intricate stone carvings under a vibrant blue sky. A mother and child walk on green grass.","Garuda Wisnu Kencana · majestic guardian under Bali's sky","The colossal head and upper body of the Garuda Wisnu Kencana statue dominates the Balinese landscape. Sunlight bathes its intricate stone carvings, highlighting the mythical bird's powerful form against a brilliant blue sky dotted with soft clouds. Below, a mother and child stroll across lush green lawns, emphasizing the monument's breathtaking scale. This iconic cultural landmark in Ungasan, Bali, evokes a sense of awe and spiritual grandeur.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/2500","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:04:04 11:59:49","8 deg 48' 36.55"" S","115 deg 10' 5.15"" E","2984","3979","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/19-garuda-wisnu-kencana-gwk-statue-bali-indonesia-cultural-park"
"bali","bali","bal-20","Ungasan, Bali, Indonesia","2025-04-04","Close-up of the serene face of Vishnu at Garuda Wisnu Kencana Cultural Park, Ungasan, Bali. Monumental bronze statue, blue sky.","Garuda Wisnu Kencana · Vishnu's serene gaze in Bali","A monumental bronze statue of Vishnu dominates the frame, its serene face gazing peacefully. Intricate details adorn the deity's crown and features, hinting at profound Balinese artistry. The statue's verdant patina contrasts dramatically with the vibrant cerulean sky, dotted with soft clouds. This iconic Balinese landmark at Ungasan embodies spiritual grandeur and artistic magnificence under the tropical sun.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/250","25","Program AE","Multi-segment","Auto","Off, Did not fire","2025:04:04 12:04:59","8 deg 48' 34.75"" S","115 deg 10' 5.87"" E","2954","3939","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/20-garuda-wisnu-kencana-vishnu-statue-face-bali-indonesia"
"bali","bali","bal-21","Pecatu, Bali, Indonesia","2025-04-04","Stone temple gate, Pecatu, Bali. Intricate dark volcanic stone steps lead to a white metal gate with Hindu swastika symbols. Blue sky.","Pecatu · sacred stone gate to spirituality","Sunlight bathes an ancient Balinese temple gate in Pecatu, highlighting its weathered dark volcanic stone. Steps ascend to a white metal entrance, adorned with traditional Hindu swastika symbols. Beyond, vibrant orange fabrics hint at sacred shrines, inviting spiritual reflection. The sturdy stone architecture, framed by a brilliant blue sky, evokes a timeless sense of reverence and cultural heritage in Bali's serene landscape.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/3000","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:04:04 13:14:37","8 deg 49' 45.86"" S","115 deg 5' 4.79"" E","2821","3761","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/21-pecatu-bali-hindu-temple-gate-stone-steps-swastika"
"bali","bali","bal-22","Pecatu, Bali, Indonesia","2025-04-04","Uluwatu Cliffs, Pecatu, Bali, Indonesia. Dramatic coastal road, turquoise ocean, white waves, lush green cliffside, blue sky.","Uluwatu · turquoise waters hug emerald cliffs","A breathtaking vista unfolds over the majestic Uluwatu Cliffs in Pecatu, Bali. The vibrant turquoise ocean, kissed by frothy white waves, dramatically meets the lush, emerald green cliff face. A narrow, curving dirt path, protected by a rock barrier, hugs the base of the towering rock, offering a sense of scale and adventure. Above, a serene blue sky dotted with soft white clouds completes this picturesque Indonesian seascape, inviting exploration and wonder.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/8000","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:04:04 13:16:13","8 deg 49' 45.10"" S","115 deg 5' 4.54"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/22-uluwatu-cliffs-pecatu-bali-indonesia-coastal-road"
"bali","bali","bal-23","Pecatu, Bali, Indonesia","2025-04-04","Long-tailed macaque monkey eating yellow corn cob in weathered stone wall archway, Pecatu, Bali, Indonesia.","Pecatu, Bali · curious macaque savors sweet corn","A long-tailed macaque finds a perch within ancient, weathered stone carvings in Pecatu, Bali. Soft, dappled light illuminates its intelligent eyes as it meticulously savors a bright yellow ear of corn. The intricate stone facade, typical of Balinese architecture, provides a natural, textured frame. This intimate moment captures the wild inhabitants thriving amidst Bali's sacred landscapes, embodying the island's unique blend of nature and culture.","Apple","iPhone 13 Pro","iPhone 13 Pro back dual camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/120","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:04:04 13:19:01","8 deg 49' 43.93"" S","115 deg 5' 5.56"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/23-long-tailed-macaque-eating-corn-pecatu-bali-indonesia"
"bali","bali","bal-24","Pecatu, Bali, Indonesia","2025-04-04","Dramatic Uluwatu cliff in Pecatu, Bali, Indonesia. Turquoise Indian Ocean waves crash against lush green limestone.","Uluwatu · clifftop majesty, turquoise ocean below","Sunlight bathes the towering limestone cliffs of Uluwatu in Pecatu, Bali. Lush tropical foliage cascades down the rugged rock face, contrasting beautifully with the vibrant turquoise Indian Ocean below. Powerful waves crash into the shoreline, creating dynamic white foam. A clear blue sky stretches overhead, completing this iconic and breathtaking vista of Bali's dramatic south coast.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/5000","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:04:04 13:38:19","8 deg 49' 54.99"" S","115 deg 5' 9.57"" E","2574","3432","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali/24-uluwatu-cliff-bali-indonesia-turquoise-ocean-seascape"
"sri-lanka","sri-lanka","sri-01","Colombo, Sri Lanka","2025-03-09","Gangaramaya Temple, Colombo, Sri Lanka: Serene Buddha statues line terraces leading to a modern, tiered stupa under a clear sky.","Colombo · Buddhist serenity ascends","Sunlight bathes the towering white stupa of Gangaramaya Temple in Colombo, Sri Lanka, casting strong shadows below. Countless Buddha statues, in various sizes and serene poses, ascend tiered terraces, creating a powerful spiritual panorama. A striking contemporary architectural form rises against the vivid blue sky, blending traditional reverence with modern design in this vibrant cultural hub. The scene evokes a deep sense of peace and contemplation.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/2800","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:49:48","6 deg 54' 58.13"" N","79 deg 51' 23.42"" E","2692","3589","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/01-gangaramaya-temple-buddha-statues-stupa-colombo-sri-lanka"
"sri-lanka","sri-lanka","sri-02","Colombo, Sri Lanka","2025-03-09","Bronze Buddha statues in meditation pose on golden draped altar, intricate copper reliefs, Gangaramaya Temple, Colombo, Sri Lanka.","Gangaramaya Temple · tranquil row of enlightened serenity","Inside a serene Buddhist temple, a long row of bronze Buddha statues sits in meditative stillness on an altar draped in shimmering gold fabric. Soft, ambient light highlights the intricate details of their serene expressions and the ornate copper relief panels adorning the wall behind them. These panels depict significant Buddhist narratives, adding layers of cultural richness. The golden glow creates a peaceful, reverent atmosphere, inviting contemplation within this sacred space in Colombo, Sri Lanka.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/120","64","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:50:39","6 deg 54' 58.11"" N","79 deg 51' 23.29"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/02-gangaramaya-temple-buddha-statues-colombo-sri-lanka"
"sri-lanka","sri-lanka","sri-03","Colombo, Sri Lanka","2025-03-09","Fierce Dvarapala guardian statue in Colombo, Sri Lanka. Muscular deity with angry red face, green sash, indoor temple setting.","Colombo · fierce guardian protecting sacred space","A powerful Dvarapala guardian statue stands sentinel, its muscular form carved with intense detail in Colombo, Sri Lanka. The deity's fierce red face, bulging eyes, and bared teeth convey formidable protection. Emerald green sashes elegantly drape around its robust physique, contrasting with the warm, earthy tones of its skin. Soft indoor lighting highlights the intricate textures and the statue's commanding presence within a serene temple interior, inviting reverence and awe.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/100","160","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:51:29","6 deg 54' 59.20"" N","79 deg 51' 23.97"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/03-dvarapala-guardian-statue-colombo-sri-lanka-temple"
"sri-lanka","sri-lanka","sri-04","Colombo, Sri Lanka","2025-03-09","Vibrant Buddha statues & intricate murals inside Gangaramaya Temple, Colombo, Sri Lanka. Spiritual devotion, colorful art.","Gangaramaya Temple · golden peace, vibrant devotion","Vibrant golden Buddha statues in a Colombo temple glow with serene grace. Rich orange robes contrast with intricate murals and decorative halos, illuminated by soft lamps. Offerings of fresh flowers lie scattered, creating a palpable sense of spiritual devotion. This tableau showcases Sri Lankan Buddhist art and profound cultural heritage.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/50","125","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:58:38","6 deg 54' 58.97"" N","79 deg 51' 22.10"" E","2855","3807","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/04-gangaramaya-temple-colombo-sri-lanka-buddha-statues-vibrant"
"sri-lanka","sri-lanka","sri-05","Colombo, Sri Lanka","2025-03-09","Ornate Buddha statues & vibrant murals inside Gangaramaya Temple, Colombo, Sri Lanka. Intricate Buddhist artwork.","Gangaramaya Temple · vibrant devotion, ancient artistry","Inside Colombo's revered Gangaramaya Temple, colossal golden Buddha statues command attention amidst a tapestry of vibrant murals. Rich hues of orange, blue, and gold illuminate the intricately painted ceilings and walls. Soft light highlights the serene expressions and detailed carvings, creating a profound sense of peace. This sacred space pulses with devotion, showcasing exquisite Sri Lankan Buddhist artistry and ancient traditions.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/50","125","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:59:10","6 deg 55' 1.09"" N","79 deg 51' 23.23"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/05-gangaramaya-temple-buddha-statues-interior-colombo-sri-lanka"
"sri-lanka","sri-lanka","sri-06","Colombo, Sri Lanka","2025-03-09","Close-up of a golden Buddha statue's serene face & orange robe at a temple in Colombo, Sri Lanka, against intricate painted patterns.","Colombo · Golden Buddha's serene gaze, timeless wisdom","A majestic golden Buddha statue emanates serenity from a Colombo temple. Its face, painted in vibrant yellow with deep blue eyes and soft red lips, holds a timeless, meditative expression. Intricate black curls form the usnisha, while an ornate halo, rich with traditional Sri Lankan patterns in red, white, and gold, frames the head. An orange draped robe completes this powerful portrait of spiritual calm and ancient devotion.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/50","320","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:59:40","6 deg 55' 0.51"" N","79 deg 51' 24.08"" E","2738","3651","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/06-golden-buddha-statue-serene-face-colombo-sri-lanka"
"sri-lanka","sri-lanka","sri-07","Colombo, Sri Lanka","2025-03-09","Vibrant, intricately painted Sri Lankan temple statues depicting deities in gold, green, blue, pink robes, Colombo, Sri Lanka.","Colombo · divine hues of ancient devotion","Exquisite, vibrantly painted temple statues fill the frame, showcasing the rich cultural heritage of Sri Lanka. Golden-skinned deities wear intricate headwear and garments of deep green, azure blue, and soft pink. Each figure is adorned with delicate jewelry and garland details, captured with remarkable clarity. Soft, inviting light illuminates their serene expressions, evoking a sense of ancient devotion and skilled craftsmanship within a sacred space in Colombo.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/50","640","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:59:45","6 deg 55' 0.16"" N","79 deg 51' 24.27"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/07-colombo-sri-lanka-colorful-temple-statues-deities-art"
"sri-lanka","sri-lanka","sri-08","Colombo, Sri Lanka","2025-03-09","Colorful Buddhist statues & murals, Gangaramaya Temple, Colombo, Sri Lanka. Ornate golden Buddha, vibrant deities.","Colombo · ancient artistry in vibrant devotion","Vibrant hues illuminate ancient Buddhist artistry within a temple in Colombo, Sri Lanka. Golden statues of Buddha and revered deities stand adorned with intricate garments and ceremonial jewelry. Richly detailed murals depict serene figures amidst stylized clouds and floral motifs. Sunlight gently filters, highlighting the profound cultural heritage and spiritual devotion embedded in every carefully crafted detail of this sacred space, inviting contemplation.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/50","320","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 13:59:50","6 deg 54' 59.97"" N","79 deg 51' 24.47"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/08-gangaramaya-temple-buddhist-statues-colombo-sri-lanka"
"sri-lanka","sri-lanka","sri-09","Colombo, Sri Lanka","2025-03-09","Gleaming golden Buddha head sculpture in Colombo, Sri Lanka. Close-up profile, highly reflective, ornate spiritual art.","Colombo · golden serenity reflects ancient wisdom","A magnificent, gleaming golden Buddha head commands attention in Colombo, Sri Lanka. Its highly polished surface beautifully captures distorted reflections of an opulent, antique-filled interior. Warm, diffused light dances across the intricate contours, emphasizing the tranquil expression and detailed craftsmanship. This striking close-up evokes a profound sense of spiritual reverence and rich cultural heritage, showcasing the timeless artistry found within the city's vibrant spaces.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/25","1000","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 14:02:18","6 deg 55' 0.28"" N","79 deg 51' 22.57"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/09-golden-buddha-head-colombo-sri-lanka-spiritual-art"
"sri-lanka","sri-lanka","sri-10","Colombo, Sri Lanka","2025-03-09","Detailed wooden Fasting Buddha statue in meditation pose, emphasizing asceticism, Colombo, Sri Lanka. Buddhist art.","Colombo · Ascetic Buddha's profound spiritual journey","A profoundly detailed wooden statue of the Fasting Buddha sits in serene meditation. Carved with exquisite precision, it reveals the emaciated form of Siddhartha Gautama during his ascetic journey to enlightenment. Soft, ambient light accentuates every rib and muscle, conveying deep spiritual struggle and dedication. This powerful Buddhist artwork stands within a tranquil space, offering a glimpse into Sri Lankan devotional artistry in Colombo.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/25","1250","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 14:02:33","6 deg 55' 0.28"" N","79 deg 51' 22.57"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/10-fasting-buddha-wooden-statue-colombo-sri-lanka-art"
"sri-lanka","sri-lanka","sri-11","Colombo, Sri Lanka","2025-03-09","Bronze Buddha statues in meditation pose before a large textured elephant sculpture, Gangaramaya Temple, Colombo, Sri Lanka. Ornate wooden staircase.","Gangaramaya Temple · ancient spirits in quiet reverence","Bronze Buddha statues sit gracefully on a shimmering golden cloth, their serene forms radiating peace. Behind them, a majestic elephant sculpture, dark and intricately textured with mottled patterns, stands as a guardian. Polished wooden banisters and staircases create a warm, inviting backdrop, framing this sacred display. The soft, ambient light illuminates the scene, highlighting the rich cultural heritage and contemplative atmosphere of this revered Sri Lankan temple.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/100","100","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 14:03:11","6 deg 55' 0.18"" N","79 deg 51' 22.63"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/11-gangaramaya-temple-buddha-elephant-statues-colombo"
"sri-lanka","sri-lanka","sri-12","Colombo, Sri Lanka","2025-03-09","Seema Malaka Temple, Gangaramaya, Colombo, Sri Lanka. Serene Buddha statues line steps leading to a modern, metallic stupa under clear blue sky.","Seema Malaka · still Buddhas, modern stupa, serene sky","Rows of tranquil Buddha statues sit in meditative repose at Seema Malaka Temple, Colombo. The unique, futuristic metallic stupa rises sharply into a brilliant blue sky, reflecting the bright sunlight. This architectural marvel, part of the Gangaramaya complex, blends ancient reverence with contemporary design, creating a profoundly serene and visually striking spiritual sanctuary in the heart of Sri Lanka's vibrant capital.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/850","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 14:03:33","6 deg 54' 58.48"" N","79 deg 51' 23.48"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/12-seema-malaka-temple-colombo-sri-lanka-buddha-stupa"
"sri-lanka","sri-lanka","sri-13","Colombo, Sri Lanka","2025-03-09","Rows of serene Buddha statues, golden Buddha head, silver stupa under blue sky at Gangaramaya Temple, Colombo, Sri Lanka.","Gangaramaya Temple · golden reflections, serene gazes","A striking low-angle perspective captures rows of majestic Buddha statues silhouetted against a brilliant blue sky at Gangaramaya Temple in Colombo, Sri Lanka. In the foreground, a lustrous golden Buddha head reflects warm light, offering a dramatic contrast. Behind, a contemporary silver-tiered stupa gleams under the strong sun. This sacred space blends ancient tradition with modern architectural elements, inviting contemplation and peace in the bustling city.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","77 mm","2.8","1/400","32","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 14:04:20","6 deg 54' 58.44"" N","79 deg 51' 23.83"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/13-gangaramaya-temple-buddha-statues-colombo-sri-lanka"
"sri-lanka","sri-lanka","sri-14","Colombo, Sri Lanka","2025-03-09","Galle Face Green, Colombo, Sri Lanka. Skyscrapers, vendors, kites, and long colorful prayer flags under a clear blue sky.","Galle Face Green · Colombo's urban vibrancy beneath soaring towers","Sunlight bathes Galle Face Green in Colombo, Sri Lanka, where a vibrant urban scene unfolds. Towering modern skyscrapers of Port City dominate the horizon, reflecting the clear blue sky. Below, local vendors line the grassy expanse, selling colorful kites and toys. Long strings of Buddhist prayer flags stretch across the frame, adding splashes of vivid color. The bustling energy captures Colombo's dynamic blend of tradition and contemporary development, offering a unique coastal city experience.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 5.7mm f/1.5","5.7 mm","26 mm","1.5","1/5000","50","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 15:35:36","6 deg 55' 19.47"" N","79 deg 50' 42.50"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/14-galle-face-green-colombo-sri-lanka-skyscrapers-kites-urban"
"sri-lanka","sri-lanka","sri-15","Maharagama, Sri Lanka","2025-03-09","Mahout stands before a majestic Asian elephant in Maharagama, Sri Lanka. Lush tropical foliage and subtle golden sunlight.","Maharagama · guardian and ancient giant","A powerful Asian elephant stands majestically alongside its mahout in Maharagama, Sri Lanka. Warm golden light filters through verdant tropical foliage, casting a gentle glow on the elephant's rugged skin and the mahout's tanned back. The scene captures a timeless bond between man and animal amidst a lush, semi-urban landscape. Green grasses and ancient trees frame this intimate cultural moment, highlighting the island's unique heritage.","Apple","iPhone 13 Pro","iPhone 13 Pro back triple camera 9mm f/2.8","9.0 mm","106 mm","2.8","1/100","64","Program AE","Multi-segment","Auto","Off, Did not fire","2025:03:09 16:23:07","6 deg 50' 46.76"" N","79 deg 53' 23.92"" E","3024","4032","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/sri-lanka/15-maharagama-sri-lanka-elephant-mahout-tropical-bond"
